"site","block","plot","plant_code","plant","species","div","c_i","flood","canopy_openness","experiment_final_intermediate","alt","alat","Geometridae/eois_herbivory","Apatelodidae_herbivory","h_div","a_div","herbivory","nlvs_per_ind","plot_richness","dif","divf","final_div","pdiv","precip","temp","finalf","pres","vari","floodn","clonen"
"Brazil","1","A1","429","Brazil_A1_429","corcovadense",3,"clone","no",NA,"final",NA,NA,0,0,0.650022421648354,2,30,2,NA,NA,"high",2,1,NA,NA,"medium",100,112.5,0,0
"Brazil","1","A1","429","Brazil_A1_429","corcovadense",3,"clone","no",NA,"final",NA,NA,10,0,0.78358070404881,3,15,2,NA,NA,"high",2,1,NA,NA,"medium",100,112.5,0,0
"Brazil","1","A1","430","Brazil_A1_430","vicosanum",3,"clone","no",NA,"final",NA,NA,0,0,0.886859507142915,3,40,2,NA,NA,"high",2,1,NA,NA,"medium",100,242,0,0
"Brazil","1","A1","430","Brazil_A1_430","vicosanum",3,"clone","no",NA,"final",NA,NA,0,0,0.650022421648354,2,18,2,NA,NA,"high",2,1,NA,NA,"medium",100,242,0,0
"Brazil","1","A1","431","Brazil_A1_431","vicosanum",3,"clone","no",NA,"final",NA,NA,0,0,0.811278124459133,2,20,5,NA,NA,"high",2,1,NA,NA,"medium",100,18.8,0,0
"Brazil","1","A1","431","Brazil_A1_431","vicosanum",3,"clone","no",NA,"final",NA,NA,0,0,0.591672778582327,2,14,5,NA,NA,"high",2,1,NA,NA,"medium",100,18.8,0,0
"Brazil","1","A1","431","Brazil_A1_431","vicosanum",3,"clone","no",NA,"final",NA,NA,0,0,0.543564443199596,2,8,5,NA,NA,"high",2,1,NA,NA,"medium",100,18.8,0,0
"Brazil","1","A1","431","Brazil_A1_431","vicosanum",3,"clone","no",NA,"final",NA,NA,0,0,0.591672778582327,2,14,5,NA,NA,"high",2,1,NA,NA,"medium",100,18.8,0,0
"Brazil","1","A1","431","Brazil_A1_431","vicosanum",3,"clone","no",NA,"final",NA,NA,0,0,NA,1,16,5,NA,NA,"high",2,1,NA,NA,"medium",100,18.8,0,0
"Brazil","1","B1","415","Brazil_B1_415","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,14,3,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,90.3333333333333,0,0
"Brazil","1","B1","415","Brazil_B1_415","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,5,3,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,90.3333333333333,0,0
"Brazil","1","B1","415","Brazil_B1_415","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,24,3,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,90.3333333333333,0,0
"Brazil","1","B1","417","Brazil_B1_417","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,0,1,6,7,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,798.142857142857,0,0
"Brazil","1","B1","417","Brazil_B1_417","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,0,1,35,7,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,798.142857142857,0,0
"Brazil","1","B1","417","Brazil_B1_417","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,75,7,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,798.142857142857,0,0
"Brazil","1","B1","417","Brazil_B1_417","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,0.811278124459133,2,8,7,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,798.142857142857,0,0
"Brazil","1","B1","417","Brazil_B1_417","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,2,7,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,798.142857142857,0,0
"Brazil","1","B1","417","Brazil_B1_417","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,0,1,60,7,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,798.142857142857,0,0
"Brazil","1","B1","417","Brazil_B1_417","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,30,7,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,798.142857142857,0,0
"Brazil","1","B1","418","Brazil_B1_418","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,1,2,60,1,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,NA,0,0
"Brazil","1","B1","419","Brazil_B1_419","corcovadense",1,"clone","no",NA,"final",NA,NA,0,68,0.187176256873208,2,70,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,12.5,0,0
"Brazil","1","B1","419","Brazil_B1_419","corcovadense",1,"clone","no",NA,"final",NA,NA,0,75,NA,1,75,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,12.5,0,0
"Brazil","1","B1","420","Brazil_B1_420","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,6,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,385.3,0,0
"Brazil","1","B1","420","Brazil_B1_420","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,8,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,385.3,0,0
"Brazil","1","B1","420","Brazil_B1_420","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,3,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,385.3,0,0
"Brazil","1","B1","420","Brazil_B1_420","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,25,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,385.3,0,0
"Brazil","1","B1","420","Brazil_B1_420","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,0.468995593589281,2,50,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,385.3,0,0
"Brazil","1","C1","441","Brazil_C1_441","lepturum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,18,1,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,NA,0,0
"Brazil","1","D1","404","Brazil_D1_404","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,70,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,971.666666666667,0,0
"Brazil","1","D1","404","Brazil_D1_404","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,0.650022421648354,2,12,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,971.666666666667,0,0
"Brazil","1","D1","404","Brazil_D1_404","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,8,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,971.666666666667,0,0
"Brazil","1","D1","404","Brazil_D1_404","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,4,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,971.666666666667,0,0
"Brazil","1","D1","405","Brazil_D1_405","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,0.721928094887362,2,20,3,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,6.33333333333333,0,0
"Brazil","1","D1","405","Brazil_D1_405","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,0.566509506552905,2,23,3,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,6.33333333333333,0,0
"Brazil","1","D1","405","Brazil_D1_405","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,25,3,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,6.33333333333333,0,0
"Brazil","1","D1","453","Brazil_D1_453","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,0.721928094887362,2,10,3,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,475,0,0
"Brazil","1","D1","453","Brazil_D1_453","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,0.81766529986257,3,45,3,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,475,0,0
"Brazil","1","D1","453","Brazil_D1_453","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,0.522559374536941,2,50,3,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,475,0,0
"Brazil","1","D1","454","Brazil_D1_454","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,0.985228136034252,2,7,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,80.9166666666667,0,0
"Brazil","1","D1","454","Brazil_D1_454","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,4,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,80.9166666666667,0,0
"Brazil","1","D1","454","Brazil_D1_454","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,24,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,80.9166666666667,0,0
"Brazil","1","D1","454","Brazil_D1_454","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,8,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,80.9166666666667,0,0
"Brazil","1","E1","409","Brazil_E1_409","lepturum",3,"ind","no",NA,"final",NA,NA,0,0,0.991076059838222,2,18,2,NA,NA,"high",2,1,NA,NA,"medium",100,32,0,1
"Brazil","1","E1","409","Brazil_E1_409","lepturum",3,"ind","no",NA,"final",NA,NA,0,0,NA,1,10,2,NA,NA,"high",2,1,NA,NA,"medium",100,32,0,1
"Brazil","1","E1","411","Brazil_E1_411","lepturum",3,"ind","no",NA,"final",NA,NA,0,0,0.985056822321508,3,18,2,NA,NA,"high",2,1,NA,NA,"medium",100,112.5,0,1
"Brazil","1","E1","411","Brazil_E1_411","lepturum",3,"ind","no",NA,"final",NA,NA,0,0,NA,1,3,2,NA,NA,"high",2,1,NA,NA,"medium",100,112.5,0,1
"Brazil","1","E1","412","Brazil_E1_412","vicosanum",3,"ind","no",NA,"final",NA,NA,0,0,NA,1,4,2,NA,NA,"high",2,1,NA,NA,"medium",100,2520.5,0,1
"Brazil","1","E1","412","Brazil_E1_412","vicosanum",3,"ind","no",NA,"final",NA,NA,0,0,0.177389453185997,2,75,2,NA,NA,"high",2,1,NA,NA,"medium",100,2520.5,0,1
"Brazil","1","E1","445","Brazil_E1_445","vicosanum",3,"ind","no",NA,"final",NA,NA,0,0,0.721928094887362,2,40,3,NA,NA,"high",2,1,NA,NA,"medium",100,409.333333333333,0,1
"Brazil","1","E1","445","Brazil_E1_445","vicosanum",3,"ind","no",NA,"final",NA,NA,0,0,NA,1,6,3,NA,NA,"high",2,1,NA,NA,"medium",100,409.333333333333,0,1
"Brazil","1","E1","445","Brazil_E1_445","vicosanum",3,"ind","no",NA,"final",NA,NA,0,0,0.811278124459133,2,4,3,NA,NA,"high",2,1,NA,NA,"medium",100,409.333333333333,0,1
"Brazil","1","F1","397","Brazil_F1_397","corcovadense",1,"ind","no",NA,"final",NA,NA,0,25,NA,1,25,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,612.5,0,1
"Brazil","1","F1","397","Brazil_F1_397","corcovadense",1,"ind","no",NA,"final",NA,NA,0,60,NA,1,60,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,612.5,0,1
"Brazil","1","F1","398","Brazil_F1_398","corcovadense",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,40,1,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,NA,0,1
"Brazil","1","F1","402","Brazil_F1_402","corcovadense",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,10,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,1696.91666666667,0,1
"Brazil","1","F1","402","Brazil_F1_402","corcovadense",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,75,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,1696.91666666667,0,1
"Brazil","1","F1","402","Brazil_F1_402","corcovadense",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,90,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,1696.91666666667,0,1
"Brazil","1","F1","402","Brazil_F1_402","corcovadense",1,"ind","no",NA,"final",NA,NA,0,0,0.591672778582327,2,14,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,1696.91666666667,0,1
"Brazil","1","G1","422","Brazil_G1_422","lepturum",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,20,1,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,NA,0,1
"Brazil","1","G1","426","Brazil_G1_426","lepturum",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,40,1,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,NA,0,1
"Brazil","1","H1","433","Brazil_H1_433","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,0.543564443199596,2,80,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,450,0,1
"Brazil","1","H1","433","Brazil_H1_433","vicosanum",1,"ind","no",NA,"final",NA,NA,0,30,0.970950594454669,2,50,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,450,0,1
"Brazil","1","H1","434","Brazil_H1_434","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,1,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,8,0,1
"Brazil","1","H1","434","Brazil_H1_434","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,0.721928094887362,2,5,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,8,0,1
"Brazil","1","H1","436","Brazil_H1_436","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,3,3,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,52.3333333333333,0,1
"Brazil","1","H1","436","Brazil_H1_436","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,4,3,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,52.3333333333333,0,1
"Brazil","1","H1","436","Brazil_H1_436","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,16,3,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,52.3333333333333,0,1
"Brazil","1","H1","437","Brazil_H1_437","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,0.863120568566631,2,14,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,3.7,0,1
"Brazil","1","H1","437","Brazil_H1_437","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,13,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,3.7,0,1
"Brazil","1","H1","437","Brazil_H1_437","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,0.918295834054489,2,15,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,3.7,0,1
"Brazil","1","H1","437","Brazil_H1_437","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,10,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,3.7,0,1
"Brazil","1","H1","437","Brazil_H1_437","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,12,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,3.7,0,1
"Brazil","1","H1","452","Brazil_H1_452","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,60,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,527.8,0,1
"Brazil","1","H1","452","Brazil_H1_452","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,5,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,527.8,0,1
"Brazil","1","H1","452","Brazil_H1_452","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,0.543564443199596,2,40,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,527.8,0,1
"Brazil","1","H1","452","Brazil_H1_452","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,0.76420450650862,2,18,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,527.8,0,1
"Brazil","1","H1","452","Brazil_H1_452","vicosanum",1,"ind","no",NA,"final",NA,NA,0,0,0.721928094887362,2,10,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,527.8,0,1
"Brazil","2","A2","382","Brazil_A2_382","vicosanum",3,"clone","no",NA,"final",NA,NA,0,0,NA,1,20,4,NA,NA,"high",2,1,NA,NA,"medium",100,65,0,0
"Brazil","2","A2","382","Brazil_A2_382","vicosanum",3,"clone","no",NA,"final",NA,NA,0,0,NA,1,4,4,NA,NA,"high",2,1,NA,NA,"medium",100,65,0,0
"Brazil","2","A2","382","Brazil_A2_382","vicosanum",3,"clone","no",NA,"final",NA,NA,0,0,NA,1,2,4,NA,NA,"high",2,1,NA,NA,"medium",100,65,0,0
"Brazil","2","A2","382","Brazil_A2_382","vicosanum",3,"clone","no",NA,"final",NA,NA,0,0,NA,1,8,4,NA,NA,"high",2,1,NA,NA,"medium",100,65,0,0
"Brazil","2","A2","384","Brazil_A2_384","corcovadense",3,"clone","no",NA,"final",NA,NA,0,0,0.376019850969273,2,55,2,NA,NA,"high",2,1,NA,NA,"medium",100,312.5,0,0
"Brazil","2","A2","384","Brazil_A2_384","corcovadense",3,"clone","no",NA,"final",NA,NA,0,0,NA,1,30,2,NA,NA,"high",2,1,NA,NA,"medium",100,312.5,0,0
"Brazil","2","A2","449","Brazil_A2_449","vicosanum",3,"clone","no",NA,"final",NA,NA,0,0,NA,1,8,3,NA,NA,"high",2,1,NA,NA,"medium",100,60.3333333333333,0,0
"Brazil","2","A2","449","Brazil_A2_449","vicosanum",3,"clone","no",NA,"final",NA,NA,0,0,NA,1,12,3,NA,NA,"high",2,1,NA,NA,"medium",100,60.3333333333333,0,0
"Brazil","2","A2","449","Brazil_A2_449","vicosanum",3,"clone","no",NA,"final",NA,NA,6,0,0.93001677755969,3,23,3,NA,NA,"high",2,1,NA,NA,"medium",100,60.3333333333333,0,0
"Brazil","2","B2","357","Brazil_B2_357","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,50,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,882,0,0
"Brazil","2","B2","357","Brazil_B2_357","corcovadense",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,8,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,882,0,0
"Brazil","2","C2","367","Brazil_C2_367","lepturum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,7,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,8,0,0
"Brazil","2","C2","367","Brazil_C2_367","lepturum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,3,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,8,0,0
"Brazil","2","C2","372","Brazil_C2_372","lepturum",1,"clone","no",NA,"final",NA,NA,0,0,0.558629373452199,2,23,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,650.916666666667,0,0
"Brazil","2","C2","372","Brazil_C2_372","lepturum",1,"clone","no",NA,"final",NA,NA,0,0,0.920619835714305,3,60,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,650.916666666667,0,0
"Brazil","2","C2","372","Brazil_C2_372","lepturum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,4,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,650.916666666667,0,0
"Brazil","2","C2","372","Brazil_C2_372","lepturum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,8,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,650.916666666667,0,0
"Brazil","2","C2","446","Brazil_C2_446","lepturum",1,"clone","no",NA,"final",NA,NA,0,18,NA,1,18,7,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,190.809523809524,0,0
"Brazil","2","C2","446","Brazil_C2_446","lepturum",1,"clone","no",NA,"final",NA,NA,0,8,NA,1,8,7,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,190.809523809524,0,0
"Brazil","2","C2","446","Brazil_C2_446","lepturum",1,"clone","no",NA,"final",NA,NA,7,0,1,2,14,7,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,190.809523809524,0,0
"Brazil","2","C2","446","Brazil_C2_446","lepturum",1,"clone","no",NA,"final",NA,NA,0,16,NA,1,16,7,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,190.809523809524,0,0
"Brazil","2","C2","446","Brazil_C2_446","lepturum",1,"clone","no",NA,"final",NA,NA,8,7,0.996791631981637,2,15,7,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,190.809523809524,0,0
"Brazil","2","C2","446","Brazil_C2_446","lepturum",1,"clone","no",NA,"final",NA,NA,0,10,0.970950594454669,2,25,7,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,190.809523809524,0,0
"Brazil","2","C2","446","Brazil_C2_446","lepturum",1,"clone","no",NA,"final",NA,NA,0,0,0.634309554640566,2,50,7,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,190.809523809524,0,0
"Brazil","2","D2","385","Brazil_D2_385","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,10,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,79.3333333333333,0,0
"Brazil","2","D2","385","Brazil_D2_385","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,1,2,8,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,79.3333333333333,0,0
"Brazil","2","D2","385","Brazil_D2_385","vicosanum",1,"clone","no",NA,"final",NA,NA,10,0,0.970950594454669,2,25,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,79.3333333333333,0,0
"Brazil","2","D2","385","Brazil_D2_385","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,5,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,79.3333333333333,0,0
"Brazil","2","D2","386","Brazil_D2_386","vicosanum",1,"clone","no",NA,"final",NA,NA,0,4,NA,1,4,3,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,17.3333333333333,0,0
"Brazil","2","D2","386","Brazil_D2_386","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,10,3,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,17.3333333333333,0,0
"Brazil","2","D2","386","Brazil_D2_386","vicosanum",1,"clone","no",NA,"final",NA,NA,0,12,NA,1,12,3,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,17.3333333333333,0,0
"Brazil","2","D2","387","Brazil_D2_387","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,5,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,23.8,0,0
"Brazil","2","D2","387","Brazil_D2_387","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,3,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,23.8,0,0
"Brazil","2","D2","387","Brazil_D2_387","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,14,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,23.8,0,0
"Brazil","2","D2","387","Brazil_D2_387","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,7,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,23.8,0,0
"Brazil","2","D2","387","Brazil_D2_387","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,0.779349837292085,2,13,5,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,23.8,0,0
"Brazil","2","D2","388","Brazil_D2_388","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,1,2,20,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,507.583333333333,0,0
"Brazil","2","D2","388","Brazil_D2_388","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,16,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,507.583333333333,0,0
"Brazil","2","D2","388","Brazil_D2_388","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,1,2,2,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,507.583333333333,0,0
"Brazil","2","D2","388","Brazil_D2_388","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,0.376019850969273,2,55,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,507.583333333333,0,0
"Brazil","2","D2","389","Brazil_D2_389","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,0.970950594454669,2,5,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,30.25,0,0
"Brazil","2","D2","389","Brazil_D2_389","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,10,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,30.25,0,0
"Brazil","2","D2","389","Brazil_D2_389","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,NA,1,16,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,30.25,0,0
"Brazil","2","D2","389","Brazil_D2_389","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,0.811278124459133,2,4,4,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,30.25,0,0
"Brazil","2","D2","450","Brazil_D2_450","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,0.619382194678764,2,13,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,24.5,0,0
"Brazil","2","D2","450","Brazil_D2_450","vicosanum",1,"clone","no",NA,"final",NA,NA,0,0,1,2,20,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,24.5,0,0
"Brazil","2","E2","393","Brazil_E2_393","vicosanum",3,"ind","no",NA,"final",NA,NA,0,0,NA,1,8,1,NA,NA,"high",2,1,NA,NA,"medium",100,NA,0,1
"Brazil","2","E2","396","Brazil_E2_396","corcovadense",3,"ind","no",NA,"final",NA,NA,0,0,NA,1,3,2,NA,NA,"high",2,1,NA,NA,"medium",100,882,0,1
"Brazil","2","E2","396","Brazil_E2_396","corcovadense",3,"ind","no",NA,"final",NA,NA,0,0,NA,1,45,2,NA,NA,"high",2,1,NA,NA,"medium",100,882,0,1
"Brazil","2","F2","362","Brazil_F2_362","corcovadense",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,60,1,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,NA,0,1
"Brazil","2","F2","365","Brazil_F2_365","corcovadense",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,18,1,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,NA,0,1
"Brazil","2","G2","373","Brazil_G2_373","lepturum",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,25,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,50,0,1
"Brazil","2","G2","373","Brazil_G2_373","lepturum",1,"ind","no",NA,"final",NA,NA,0,0,0.76420450650862,2,35,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,50,0,1
"Brazil","2","G2","376","Brazil_G2_376","lepturum",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,6,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,968,0,1
"Brazil","2","G2","376","Brazil_G2_376","lepturum",1,"ind","no",NA,"final",NA,NA,0,0,NA,1,50,2,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,968,0,1
"Brazil","2","H2","352","Brazil_H2_352","vicosanum",1,"ind","no",NA,"final",NA,NA,3,0,0.811278124459133,2,12,7,NA,NA,"low",1,0.333333333333333,NA,NA,"low",100,NA,0,1
"Brazil","3","A3","309","Brazil_A3_309","vicosanum",3,"clone","no",NA,"final",NA,NA,0,0,0.650022421648354,2,60,6,NA,NA,"high",2,1,NA,NA,"medium",100,504.166666666667,0,0
"Brazil","3","A3","309","Brazil_A3_309","vicosanum",3,"clone","no",NA,"final",NA,NA,15,0,0.985056822321508,3,40,6,NA,NA,"high",2,1,NA,NA,"medium",100,504.166666666667,0,0
"Brazil","3","A3","309","Brazil_A3_309","vicosanum",3,"clone","no",NA,"final",NA,NA,0,0,NA,1,20,6,NA,NA,"high",2,1,NA,NA,"medium",100,504.166666666667,0,0
