site,block,plot,species,plant_code,date,herb,surv_next,div,clone,flood
Costa Rica,1,Plot 27,imperiale,12,1,NA,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,1,1,NA,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,2,1,NA,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,3,1,NA,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,4,1,NA,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,5,1,NA,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,6,1,NA,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,7,1,NA,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,8,1,NA,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,9,1,NA,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,10,1,NA,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,11,1,NA,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,1,1,10.4666666666667,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,2,1,8.8,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,3,1,34.6,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,4,1,27,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,5,1,11.8461538461538,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,6,1,7.2,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,7,1,3.375,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,8,1,9.5625,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,9,1,26.2,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,10,1,14.6363636363636,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,11,1,9.45454545454546,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,12,1,NA,1,1,ind,no
Costa Rica,1,Plot 3,arboreum,3,1,NA,1,12,ind,flood
Costa Rica,1,Plot 3,biolleyi,4,1,NA,1,12,ind,flood
Costa Rica,1,Plot 3,decurrens,10,1,NA,1,12,ind,flood
Costa Rica,1,Plot 3,garagaranum,8,1,NA,1,12,ind,flood
Costa Rica,1,Plot 3,imperiale,12,1,NA,1,12,ind,flood
Costa Rica,1,Plot 3,multiplinervium,6,1,NA,1,12,ind,flood
Costa Rica,1,Plot 3,nudifolium,11,1,NA,1,12,ind,flood
Costa Rica,1,Plot 3,peltatum,5,1,NA,1,12,ind,flood
Costa Rica,1,Plot 3,pseudobumbratum,7,1,NA,1,12,ind,flood
Costa Rica,1,Plot 3,reticulatum,9,1,NA,1,12,ind,flood
Costa Rica,1,Plot 3,sancti-felicis,1,1,NA,1,12,ind,flood
Costa Rica,1,Plot 3,urostachyum,2,1,NA,1,12,ind,flood
Costa Rica,1,Plot 30,reticulatum,1,1,NA,1,1,ind,no
Costa Rica,1,Plot 30,reticulatum,3,1,NA,1,1,ind,no
Costa Rica,1,Plot 30,reticulatum,5,1,NA,1,1,ind,no
Costa Rica,1,Plot 30,reticulatum,6,1,NA,1,1,ind,no
Costa Rica,1,Plot 30,reticulatum,7,1,NA,1,1,ind,no
Costa Rica,1,Plot 30,reticulatum,9,1,NA,1,1,ind,no
Costa Rica,1,Plot 30,reticulatum,10,1,NA,1,1,ind,no
Costa Rica,1,Plot 30,reticulatum,11,1,NA,1,1,ind,no
Costa Rica,1,Plot 30,reticulatum,12,1,NA,1,1,ind,no
Costa Rica,1,Plot 4,arboreum,1,1,3.25,1,12,ind,no
Costa Rica,1,Plot 4,biolleyi,5,1,0,1,12,ind,no
Costa Rica,1,Plot 4,decurrens,3,1,9.66666666666667,1,12,ind,no
Costa Rica,1,Plot 4,garagaranum,11,1,3.5,1,12,ind,no
Costa Rica,1,Plot 4,imperiale,6,1,0.333333333333333,1,12,ind,no
Costa Rica,1,Plot 4,multiplinervium,2,1,24.1666666666667,1,12,ind,no
Costa Rica,1,Plot 4,nudifolium,7,1,0,1,12,ind,no
Costa Rica,1,Plot 4,peltatum,12,1,1.25,1,12,ind,no
Costa Rica,1,Plot 4,pseudobumbratum,8,1,10,1,12,ind,no
Costa Rica,1,Plot 4,reticulatum,10,1,20.6666666666667,1,12,ind,no
Costa Rica,1,Plot 4,sancti-felicis,9,1,4.66666666666667,1,12,ind,no
Costa Rica,1,Plot 4,urostachyum,4,1,23.4,1,12,ind,no
Costa Rica,1,Plot 5,arboreum,11,1,NA,1,12,ind,no
Costa Rica,1,Plot 5,biolleyi,12,1,NA,1,12,ind,no
Costa Rica,1,Plot 5,decurrens,6,1,1.5,1,12,ind,no
Costa Rica,1,Plot 5,garagaranum,4,1,11,1,12,ind,no
Costa Rica,1,Plot 5,imperiale,8,1,NA,1,12,ind,no
Costa Rica,1,Plot 5,multiplinervium,2,1,13.4444444444444,1,12,ind,no
Costa Rica,1,Plot 5,nudifolium,7,1,0,1,12,ind,no
Costa Rica,1,Plot 5,peltatum,1,1,12.4666666666667,1,12,ind,no
Costa Rica,1,Plot 5,pseudobumbratum,3,1,18.8095238095238,1,12,ind,no
Costa Rica,1,Plot 5,reticulatum,5,1,32,1,12,ind,no
Costa Rica,1,Plot 5,sancti-felicis,10,1,NA,1,12,ind,no
Costa Rica,1,Plot 5,urostachyum,9,1,NA,1,12,ind,no
Costa Rica,1,Plot 6,arboreum,12,1,NA,1,12,ind,no
Costa Rica,1,Plot 6,biolleyi,1,1,NA,1,12,ind,no
Costa Rica,1,Plot 6,decurrens,7,1,NA,1,12,ind,no
Costa Rica,1,Plot 6,garagaranum,5,1,NA,1,12,ind,no
Costa Rica,1,Plot 6,imperiale,9,1,NA,1,12,ind,no
Costa Rica,1,Plot 6,multiplinervium,3,1,NA,1,12,ind,no
Costa Rica,1,Plot 6,nudifolium,8,1,NA,1,12,ind,no
Costa Rica,1,Plot 6,pseudobumbratum,4,1,NA,1,12,ind,no
Costa Rica,1,Plot 6,reticulatum,6,1,NA,1,12,ind,no
Costa Rica,1,Plot 6,sancti-felicis,10,1,NA,1,12,ind,no
Costa Rica,1,Plot 6,urostachyum,11,1,NA,1,12,ind,no
Costa Rica,1,Plot 7,imperiale,1,1,21.5,1,2,clone,flood
Costa Rica,1,Plot 7,imperiale,2,1,1.5,0,2,clone,flood
Costa Rica,1,Plot 7,imperiale,3,1,NA,1,2,clone,flood
Costa Rica,1,Plot 7,imperiale,4,1,NA,1,2,clone,flood
Costa Rica,1,Plot 7,imperiale,5,1,NA,1,2,clone,flood
Costa Rica,1,Plot 7,imperiale,6,1,NA,1,2,clone,flood
Costa Rica,1,Plot 7,nudifolium,7,1,NA,1,2,clone,flood
Costa Rica,1,Plot 7,nudifolium,8,1,NA,1,2,clone,flood
Costa Rica,1,Plot 7,nudifolium,9,1,NA,1,2,clone,flood
Costa Rica,1,Plot 7,nudifolium,11,1,NA,1,2,clone,flood
Costa Rica,1,Plot 7,nudifolium,12,1,NA,1,2,clone,flood
Costa Rica,1,Plot 8,decurrens,1,1,NA,1,2,clone,flood
Costa Rica,1,Plot 8,decurrens,2,1,NA,1,2,clone,flood
Costa Rica,1,Plot 8,decurrens,3,1,NA,1,2,clone,flood
Costa Rica,1,Plot 8,decurrens,4,1,NA,1,2,clone,flood
Costa Rica,1,Plot 8,decurrens,5,1,NA,1,2,clone,flood
Costa Rica,1,Plot 8,decurrens,6,1,NA,1,2,clone,flood
Costa Rica,1,Plot 8,urostachyum,7,1,NA,1,2,clone,flood
Costa Rica,1,Plot 8,urostachyum,8,1,NA,1,2,clone,flood
Costa Rica,1,Plot 8,urostachyum,9,1,NA,1,2,clone,flood
Costa Rica,1,Plot 8,urostachyum,10,1,NA,1,2,clone,flood
Costa Rica,1,Plot 8,urostachyum,11,1,NA,1,2,clone,flood
Costa Rica,1,Plot 8,urostachyum,12,1,NA,1,2,clone,flood
Costa Rica,1,Plot 9,garagaranum,1,1,5.94736842105263,1,2,clone,flood
Costa Rica,1,Plot 9,garagaranum,2,1,4.05882352941176,1,2,clone,flood
Costa Rica,1,Plot 9,garagaranum,3,1,31.6666666666667,1,2,clone,flood
Costa Rica,1,Plot 9,garagaranum,4,1,NA,1,2,clone,flood
Costa Rica,1,Plot 9,garagaranum,5,1,NA,1,2,clone,flood
Costa Rica,1,Plot 9,garagaranum,6,1,NA,1,2,clone,flood
Costa Rica,1,Plot 9,pseudobumbratum,7,1,NA,1,2,clone,flood
Costa Rica,1,Plot 9,pseudobumbratum,8,1,NA,1,2,clone,flood
Costa Rica,1,Plot 9,pseudobumbratum,9,1,NA,1,2,clone,flood
Costa Rica,1,Plot 9,pseudobumbratum,10,1,NA,1,2,clone,flood
Costa Rica,1,Plot 9,pseudobumbratum,11,1,NA,1,2,clone,flood
Costa Rica,1,Plot 9,pseudobumbratum,12,1,NA,1,2,clone,flood
Costa Rica,1,Plot 1,arboreum,2,2,13.75,0,12,ind,flood
Costa Rica,1,Plot 1,biolleyi,3,2,26.6666666666667,1,12,ind,flood
Costa Rica,1,Plot 1,decurrens,9,2,0.333333333333333,0,12,ind,flood
Costa Rica,1,Plot 1,garagaranum,7,2,20,0,12,ind,flood
Costa Rica,1,Plot 1,imperiale,11,2,45,1,12,ind,flood
Costa Rica,1,Plot 1,multiplinervium,5,2,45,1,12,ind,flood
Costa Rica,1,Plot 1,nudifolium,10,2,33.3333333333333,1,12,ind,flood
Costa Rica,1,Plot 1,peltatum,4,2,12,1,12,ind,flood
Costa Rica,1,Plot 1,pseudobumbratum,6,2,24.3333333333333,1,12,ind,flood
Costa Rica,1,Plot 1,reticulatum,8,2,42.5,1,12,ind,flood
Costa Rica,1,Plot 1,sancti-felicis,12,2,20,0,12,ind,flood
Costa Rica,1,Plot 1,urostachyum,1,2,33.6666666666667,1,12,ind,flood
Costa Rica,1,Plot 10,peltatum,7,2,0,0,2,clone,flood
Costa Rica,1,Plot 10,peltatum,9,2,2,0,2,clone,flood
Costa Rica,1,Plot 10,peltatum,10,2,0,0,2,clone,flood
Costa Rica,1,Plot 10,peltatum,11,2,3.33333333333333,0,2,clone,flood
Costa Rica,1,Plot 10,reticulatum,1,2,29.5,0,2,clone,flood
Costa Rica,1,Plot 10,reticulatum,2,2,45,0,2,clone,flood
Costa Rica,1,Plot 10,reticulatum,3,2,40,1,2,clone,flood
Costa Rica,1,Plot 10,reticulatum,4,2,16.6666666666667,1,2,clone,flood
Costa Rica,1,Plot 10,reticulatum,5,2,18,0,2,clone,flood
Costa Rica,1,Plot 10,reticulatum,6,2,30,0,2,clone,flood
Costa Rica,1,Plot 11,imperiale,7,2,45.25,1,2,clone,no
Costa Rica,1,Plot 11,imperiale,8,2,40.25,1,2,clone,no
Costa Rica,1,Plot 11,imperiale,9,2,42.6666666666667,1,2,clone,no
Costa Rica,1,Plot 11,imperiale,10,2,38.3333333333333,0,2,clone,no
Costa Rica,1,Plot 11,imperiale,11,2,27.4,1,2,clone,no
Costa Rica,1,Plot 11,imperiale,12,2,45.25,0,2,clone,no
Costa Rica,1,Plot 11,nudifolium,1,2,21,1,2,clone,no
Costa Rica,1,Plot 11,nudifolium,2,2,50,0,2,clone,no
Costa Rica,1,Plot 11,nudifolium,3,2,40.5,1,2,clone,no
Costa Rica,1,Plot 11,nudifolium,4,2,27.3333333333333,1,2,clone,no
Costa Rica,1,Plot 11,nudifolium,5,2,41.6666666666667,1,2,clone,no
Costa Rica,1,Plot 11,nudifolium,6,2,55,0,2,clone,no
Costa Rica,1,Plot 12,decurrens,7,2,0,1,2,ind,flood
Costa Rica,1,Plot 12,decurrens,8,2,2.6,1,2,ind,flood
Costa Rica,1,Plot 12,decurrens,9,2,0.333333333333333,1,2,ind,flood
Costa Rica,1,Plot 12,decurrens,10,2,0,0,2,ind,flood
Costa Rica,1,Plot 12,decurrens,11,2,0,1,2,ind,flood
Costa Rica,1,Plot 12,decurrens,12,2,0,1,2,ind,flood
Costa Rica,1,Plot 12,urostachyum,1,2,43.3333333333333,1,2,ind,flood
Costa Rica,1,Plot 12,urostachyum,2,2,23.4,1,2,ind,flood
Costa Rica,1,Plot 12,urostachyum,3,2,26.5,1,2,ind,flood
Costa Rica,1,Plot 12,urostachyum,4,2,32.5,1,2,ind,flood
Costa Rica,1,Plot 12,urostachyum,5,2,37,1,2,ind,flood
Costa Rica,1,Plot 12,urostachyum,6,2,45.3333333333333,1,2,ind,flood
Costa Rica,1,Plot 13,garagaranum,7,2,28.75,1,2,ind,flood
Costa Rica,1,Plot 13,garagaranum,8,2,0.285714285714286,1,2,ind,flood
Costa Rica,1,Plot 13,garagaranum,9,2,45,0,2,ind,flood
Costa Rica,1,Plot 13,garagaranum,10,2,0,0,2,ind,flood
Costa Rica,1,Plot 13,garagaranum,11,2,2.57142857142857,1,2,ind,flood
Costa Rica,1,Plot 13,garagaranum,12,2,85,0,2,ind,flood
Costa Rica,1,Plot 13,pseudobumbratum,1,2,21.5,1,2,ind,flood
Costa Rica,1,Plot 13,pseudobumbratum,2,2,32.5,0,2,ind,flood
Costa Rica,1,Plot 13,pseudobumbratum,3,2,15.75,1,2,ind,flood
Costa Rica,1,Plot 13,pseudobumbratum,4,2,19,1,2,ind,flood
Costa Rica,1,Plot 13,pseudobumbratum,5,2,9,0,2,ind,flood
Costa Rica,1,Plot 13,pseudobumbratum,6,2,18,0,2,ind,flood
Costa Rica,1,Plot 14,peltatum,7,2,7.33333333333333,1,2,ind,flood
Costa Rica,1,Plot 14,peltatum,8,2,10,0,2,ind,flood
Costa Rica,1,Plot 14,peltatum,10,2,9.33333333333333,0,2,ind,flood
Costa Rica,1,Plot 14,peltatum,12,2,NA,1,2,ind,flood
Costa Rica,1,Plot 14,reticulatum,1,2,70,0,2,ind,flood
Costa Rica,1,Plot 14,reticulatum,2,2,NA,1,2,ind,flood
Costa Rica,1,Plot 14,reticulatum,3,2,50,1,2,ind,flood
Costa Rica,1,Plot 14,reticulatum,4,2,71.6666666666667,1,2,ind,flood
Costa Rica,1,Plot 14,reticulatum,5,2,52.6666666666667,1,2,ind,flood
Costa Rica,1,Plot 14,reticulatum,6,2,NA,1,2,ind,flood
Costa Rica,1,Plot 15,imperiale,7,2,90,1,2,clone,no
Costa Rica,1,Plot 15,imperiale,8,2,43,0,2,clone,no
Costa Rica,1,Plot 15,imperiale,9,2,16.6666666666667,1,2,clone,no
Costa Rica,1,Plot 15,imperiale,10,2,10.5,1,2,clone,no
Costa Rica,1,Plot 15,imperiale,11,2,41.6666666666667,1,2,clone,no
Costa Rica,1,Plot 15,imperiale,12,2,31,1,2,clone,no
Costa Rica,1,Plot 15,nudifolium,1,2,30,0,2,clone,no
Costa Rica,1,Plot 15,nudifolium,2,2,34.3333333333333,0,2,clone,no
Costa Rica,1,Plot 15,nudifolium,3,2,0,0,2,clone,no
Costa Rica,1,Plot 15,nudifolium,4,2,33.6666666666667,1,2,clone,no
Costa Rica,1,Plot 15,nudifolium,5,2,56,0,2,clone,no
Costa Rica,1,Plot 15,nudifolium,6,2,30.3333333333333,1,2,clone,no
Costa Rica,1,Plot 16,decurrens,7,2,8.28571428571429,0,2,clone,no
Costa Rica,1,Plot 16,decurrens,8,2,0.666666666666667,0,2,clone,no
Costa Rica,1,Plot 16,decurrens,9,2,10.2222222222222,1,2,clone,no
Costa Rica,1,Plot 16,decurrens,10,2,31,0,2,clone,no
Costa Rica,1,Plot 16,decurrens,11,2,0,0,2,clone,no
Costa Rica,1,Plot 16,decurrens,12,2,0,0,2,clone,no
Costa Rica,1,Plot 16,urostachyum,1,2,31.3333333333333,0,2,clone,no
Costa Rica,1,Plot 16,urostachyum,2,2,42.5,0,2,clone,no
Costa Rica,1,Plot 16,urostachyum,3,2,29,1,2,clone,no
Costa Rica,1,Plot 16,urostachyum,4,2,40.6666666666667,0,2,clone,no
Costa Rica,1,Plot 16,urostachyum,5,2,30.25,1,2,clone,no
Costa Rica,1,Plot 16,urostachyum,6,2,23.6,1,2,clone,no
Costa Rica,1,Plot 17,garagaranum,7,2,8.66666666666667,0,2,clone,no
Costa Rica,1,Plot 17,garagaranum,8,2,23.6666666666667,1,2,clone,no
Costa Rica,1,Plot 17,garagaranum,9,2,35,1,2,clone,no
Costa Rica,1,Plot 17,garagaranum,10,2,3,1,2,clone,no
Costa Rica,1,Plot 17,garagaranum,11,2,0,1,2,clone,no
Costa Rica,1,Plot 17,garagaranum,12,2,4,1,2,clone,no
Costa Rica,1,Plot 17,pseudobumbratum,1,2,2,0,2,clone,no
Costa Rica,1,Plot 17,pseudobumbratum,2,2,14,1,2,clone,no
Costa Rica,1,Plot 17,pseudobumbratum,3,2,11.25,0,2,clone,no
Costa Rica,1,Plot 17,pseudobumbratum,4,2,0.75,1,2,clone,no
Costa Rica,1,Plot 17,pseudobumbratum,6,2,3,0,2,clone,no
Costa Rica,1,Plot 18,reticulatum,7,2,0,0,2,clone,no
Costa Rica,1,Plot 18,reticulatum,8,2,4,0,2,clone,no
Costa Rica,1,Plot 18,reticulatum,9,2,10.75,0,2,clone,no
Costa Rica,1,Plot 18,reticulatum,10,2,1.75,0,2,clone,no
Costa Rica,1,Plot 18,reticulatum,11,2,0.5,0,2,clone,no
Costa Rica,1,Plot 18,reticulatum,12,2,8.8,0,2,clone,no
Costa Rica,1,Plot 19,imperiale,1,2,45,0,2,ind,no
Costa Rica,1,Plot 19,imperiale,2,2,33.2857142857143,1,2,ind,no
Costa Rica,1,Plot 19,imperiale,3,2,NA,1,2,ind,no
Costa Rica,1,Plot 19,imperiale,4,2,38,1,2,ind,no
Costa Rica,1,Plot 19,imperiale,5,2,38.1428571428571,1,2,ind,no
Costa Rica,1,Plot 19,nudifolium,7,2,39.3333333333333,1,2,ind,no
Costa Rica,1,Plot 19,nudifolium,8,2,27.5,1,2,ind,no
Costa Rica,1,Plot 19,nudifolium,9,2,37.25,1,2,ind,no
Costa Rica,1,Plot 19,nudifolium,10,2,32.5,0,2,ind,no
Costa Rica,1,Plot 19,nudifolium,11,2,37.5,0,2,ind,no
Costa Rica,1,Plot 19,nudifolium,12,2,50,0,2,ind,no
Costa Rica,1,Plot 2,arboreum,1,2,33.75,1,12,ind,flood
Costa Rica,1,Plot 2,biolleyi,2,2,15.75,1,12,ind,flood
Costa Rica,1,Plot 2,decurrens,8,2,23,1,12,ind,flood
Costa Rica,1,Plot 2,garagaranum,6,2,5,1,12,ind,flood
Costa Rica,1,Plot 2,imperiale,10,2,33,1,12,ind,flood
Costa Rica,1,Plot 2,multiplinervium,4,2,6.66666666666667,1,12,ind,flood
Costa Rica,1,Plot 2,nudifolium,9,2,19.3333333333333,1,12,ind,flood
Costa Rica,1,Plot 2,peltatum,3,2,9,1,12,ind,flood
Costa Rica,1,Plot 2,pseudobumbratum,5,2,30,1,12,ind,flood
Costa Rica,1,Plot 2,reticulatum,7,2,50,1,12,ind,flood
Costa Rica,1,Plot 2,sancti-felicis,11,2,11.5,1,12,ind,flood
Costa Rica,1,Plot 2,urostachyum,12,2,47.5,1,12,ind,flood
Costa Rica,1,Plot 20,decurrens,1,2,0,0,2,ind,no
Costa Rica,1,Plot 20,decurrens,2,2,10.5,0,2,ind,no
Costa Rica,1,Plot 20,decurrens,3,2,10.2,0,2,ind,no
Costa Rica,1,Plot 20,decurrens,4,2,2,0,2,ind,no
Costa Rica,1,Plot 20,decurrens,5,2,2,0,2,ind,no
Costa Rica,1,Plot 20,decurrens,6,2,0,0,2,ind,no
Costa Rica,1,Plot 20,urostachyum,7,2,38.6666666666667,1,2,ind,no
Costa Rica,1,Plot 20,urostachyum,8,2,13.3333333333333,1,2,ind,no
Costa Rica,1,Plot 20,urostachyum,9,2,22.5,1,2,ind,no
Costa Rica,1,Plot 20,urostachyum,10,2,19.25,1,2,ind,no
Costa Rica,1,Plot 20,urostachyum,11,2,18.5,1,2,ind,no
Costa Rica,1,Plot 20,urostachyum,12,2,36.6666666666667,0,2,ind,no
Costa Rica,1,Plot 21,garagaranum,7,2,28.75,1,2,ind,no
Costa Rica,1,Plot 21,garagaranum,8,2,38.25,1,2,ind,no
Costa Rica,1,Plot 21,garagaranum,9,2,46.25,1,2,ind,no
Costa Rica,1,Plot 21,garagaranum,10,2,26.4,0,2,ind,no
Costa Rica,1,Plot 21,garagaranum,11,2,7.85714285714286,1,2,ind,no
Costa Rica,1,Plot 21,garagaranum,12,2,10.75,0,2,ind,no
Costa Rica,1,Plot 21,pseudobumbratum,1,2,16,1,2,ind,no
Costa Rica,1,Plot 21,pseudobumbratum,2,2,18,0,2,ind,no
Costa Rica,1,Plot 21,pseudobumbratum,3,2,18,0,2,ind,no
Costa Rica,1,Plot 21,pseudobumbratum,4,2,13.5,0,2,ind,no
Costa Rica,1,Plot 21,pseudobumbratum,5,2,7,0,2,ind,no
Costa Rica,1,Plot 21,pseudobumbratum,6,2,15.4,0,2,ind,no
Costa Rica,1,Plot 22,peltatum,1,2,9,0,2,ind,no
Costa Rica,1,Plot 22,peltatum,2,2,2,0,2,ind,no
Costa Rica,1,Plot 22,peltatum,3,2,NA,0,2,ind,no
Costa Rica,1,Plot 22,peltatum,4,2,2,0,2,ind,no
Costa Rica,1,Plot 22,peltatum,5,2,NA,0,2,ind,no
Costa Rica,1,Plot 22,peltatum,6,2,1,0,2,ind,no
Costa Rica,1,Plot 22,reticulatum,7,2,2,0,2,ind,no
Costa Rica,1,Plot 22,reticulatum,9,2,0.666666666666667,1,2,ind,no
Costa Rica,1,Plot 22,reticulatum,10,2,38,1,2,ind,no
Costa Rica,1,Plot 22,reticulatum,11,2,18,1,2,ind,no
Costa Rica,1,Plot 22,reticulatum,12,2,33.8,1,2,ind,no
Costa Rica,1,Plot 23,imperiale,1,2,30.5,0,1,clone,no
Costa Rica,1,Plot 23,imperiale,2,2,45,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,4,2,47.6666666666667,0,1,clone,no
Costa Rica,1,Plot 23,imperiale,5,2,34.5,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,6,2,30.5,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,7,2,58,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,8,2,20.3333333333333,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,9,2,58.5,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,10,2,59,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,11,2,28.25,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,12,2,56,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,1,2,48.75,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,2,2,51.6666666666667,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,3,2,30,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,4,2,20.2,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,5,2,47.5,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,6,2,31.25,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,7,2,54.6666666666667,0,1,clone,no
Costa Rica,1,Plot 24,urostachyum,8,2,44,0,1,clone,no
Costa Rica,1,Plot 24,urostachyum,9,2,30,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,10,2,46.25,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,11,2,58.3333333333333,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,12,2,25.8,1,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,1,2,46,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,2,2,3.5,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,3,2,81.5,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,4,2,50,1,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,5,2,25,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,6,2,3.5,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,7,2,54,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,8,2,50,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,9,2,10,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,10,2,53.3333333333333,1,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,11,2,50,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,12,2,50,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,1,2,9.5,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,2,2,47,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,3,2,60,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,4,2,51,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,5,2,NA,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,6,2,7.66666666666667,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,7,2,42.5,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,8,2,36,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,9,2,15.5,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,10,2,40,0,1,clone,no
Costa Rica,1,Plot 27,imperiale,1,2,13.75,1,1,ind,no
Costa Rica,1,Plot 27,imperiale,2,2,22.5,0,1,ind,no
Costa Rica,1,Plot 27,imperiale,3,2,37.4,0,1,ind,no
Costa Rica,1,Plot 27,imperiale,4,2,32.2,0,1,ind,no
Costa Rica,1,Plot 27,imperiale,5,2,33.3333333333333,0,1,ind,no
Costa Rica,1,Plot 27,imperiale,6,2,35.25,1,1,ind,no
Costa Rica,1,Plot 27,imperiale,7,2,32,1,1,ind,no
Costa Rica,1,Plot 27,imperiale,8,2,40.6666666666667,0,1,ind,no
Costa Rica,1,Plot 27,imperiale,9,2,23.5,1,1,ind,no
Costa Rica,1,Plot 27,imperiale,10,2,41.5,1,1,ind,no
Costa Rica,1,Plot 27,imperiale,11,2,22.3333333333333,0,1,ind,no
Costa Rica,1,Plot 27,imperiale,12,2,18.75,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,1,2,26.75,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,2,2,28.375,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,3,2,50,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,4,2,39.5,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,5,2,41,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,6,2,36.6,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,7,2,40,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,8,2,27.75,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,9,2,44.75,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,10,2,1.33333333333333,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,11,2,35.6666666666667,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,1,2,9,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,2,2,21,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,3,2,5.33333333333333,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,4,2,12.75,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,5,2,3.75,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,6,2,19.6666666666667,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,7,2,11,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,8,2,9,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,9,2,30.25,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,10,2,2.75,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,11,2,24.5,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,12,2,29,0,1,ind,no
